,ABREL,ACC,ADANIENT,ADANIPORTS,ADANIPOWER,AMBUJACEM,APOLLOHOSP,APOLLOTYRE,ARE&M,ASHOKLEY,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BALKRISIND,BANDHANBNK,BANKBARODA,BATAINDIA,BEL,BERGEPAINT,BHARATFORG,BHARTIARTL,BHEL,BIOCON,BOSCHLTD,BPCL,BRITANNIA,CANBK,CESC,CHOLAFIN,CIPLA,COALINDIA,COFORGE,COLPAL,CONCOR,CUMMINSIND,DABUR,DIVISLAB,DLF,DRREDDY,EICHERMOT,ESCORTS,EXIDEIND,FEDERALBNK,GAIL,GLENMARK,GMRAIRPORT,GODREJCP,GODREJPROP,GRASIM,HAVELLS,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,IBULLSLTD,ICICIBANK,ICICIPRULI,IDEA,IDFCFIRSTB,IGL,INDIGO,INDUSINDBK,INDUSTOWER,INFY,IOC,ITC,JINDALSTEL,JSWSTEEL,JUBLFOOD,JUSTDIAL,KOTAKBANK,LICHSGFIN,LT,LTF,LTIM,LUPIN,M&M,M&MFIN,MANAPPURAM,MARICO,MARUTI,MFSL,MGL,MOTHERSON,MRF,MUTHOOTFIN,NATIONALUM,NAUKRI,NCC,NESTLEIND,NMDC,NMDC_zerodha_original,NTPC,OIL,ONGC,PAGEIND,PETRONET,PFC,PIDILITIND,PNB,POONAWALLA,POWERGRID,PVRINOX,RAMCOCEM,RBLBANK,RECLTD,RELIANCE,SAIL,SBIN,SHREECEM,SHRIRAMFIN,SIEMENS,SRF,SUNPHARMA,SUNTV,TATACHEM,TATACONSUM,TATAPOWER,TATASTEEL,TCS,TECHM,TITAN,TMPV,TORNTPHARM,TORNTPOWER,TVSMOTOR,UBL,UJJIVANSFB,ULTRACEMCO,UNITDSPR,UPL,VEDL,VOLTAS,WIPRO,YESBANK,ZEEL,ZYDUSLIFE
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-03,-0.04121983914209086,-0.0008822460947636325,-0.036951501154734216,0.0,0.0,-0.023300351101180863,0.09248289479726314,0.007060333761232222,-0.03683549602344074,-0.082872928176791,-0.0513348303393213,-0.025235788937038,-0.09256935731214247,-0.008497875531117216,0.0018880497556641954,-0.0045045045045044845,-0.03704626112944395,-0.06849666495638751,-0.058530805687202536,0.0008825754391863106,0.01304347826086903,-0.0719781583519482,-0.0452075635731361,0.006165377176015349,-0.0024154589371979856,0.04507902298850563,-0.04538318283202317,0.05082212257100099,-0.0006238181570071967,-0.08100558659217312,0.08290436196152585,-0.12740637031851496,0.08567975830815686,-0.012321909896033748,-0.10944206008583644,0.0059557344064387,-0.04094488188976364,-0.03192868719611018,-0.01621248706450499,0.01281299946723492,-0.0033949453036590995,0.016720516962843306,-0.02472791600969124,-0.010688042752170954,-0.02428842504743806,-0.03389830508474491,0.07656826568265507,0.04513122393917082,-0.012345679012344875,-0.03152619589977207,0.01953386988598249,-0.0450184501845018,-0.02703260420965744,-0.01874017652037234,-0.019045323047251723,-0.017678529890672128,-0.03741802323645928,-0.03109656301145638,0.0015143866733973164,-0.01172206546922679,-0.049261083743841146,-0.07874015748031471,-0.010799766491535417,0.03278688524589092,-0.04611650485436683,0.04121863799283124,-0.04579579579579575,-0.08487947406866304,0.008381689232753082,-0.02836761778367598,0.009510489510489339,0.06914523974982571,-0.10106761565836157,-0.01608391608391605,-0.0616413593637019,-0.033247256294383395,-0.03452799052172822,-0.06391982182628031,0.00038742170852967535,-0.031914893617020594,-0.0273657748249236,0.13263103358949993,0.028770386659336396,-0.0710382513661193,-0.010706638115631576,-0.016384180790960476,-0.05530632189998476,-0.12696129707112927,0.011780586575039895,-0.058084091894232415,-0.0008455992095643177,0.0024813895781637674,-0.007204610951008488,-0.003722084367245648,-0.09358288770052976,-0.035134789830075334,0.00891142564507388,0.011668611435237803,-0.01790123456790105,0.062440870387889015,0.062499999999998924,-0.00671399466130586,-0.02088418768646582,-0.02953586497890246,-0.06259636139377113,-0.026022304832712864,-0.0058823529411762086,0.010791366906474588,-0.04459152616068414,-0.04619565217391292,-0.15498857578065386,-0.021472392638036568,-0.0028158073599379406,-0.024774774774773693,-0.05923344947735166,-0.04627590311577599,-0.16260833677259465,-0.031268900447562586,0.004990583804143074,0.09430941638771614,-0.021471829693521544,-0.027153349655018772,-0.045922979569697854,-0.044374009508714986,-0.05639431616340779,-0.03192392099487926,0.020231822971549004,-0.07825436675391263,-0.039529914529913564,0.06023481368044915,-0.007118704395799939,-0.09385634963281352,-0.003090929526806785,0.005464480874316819,-0.03153805740849829,0.00637355514745594,-0.025059665871121708,0.003999999999999855,0.0027586206896551904,-0.050053821313239565,0.00626304801670129,0.028544886411620483,0.04074284631419351
2020-04-07,0.061167423977629976,0.049189694577186756,0.07034372501998355,0.013480392156862621,0.074766355140173,0.03921568627450955,0.030599806649573423,0.06437221159974421,0.08887440243372435,0.05120481927710522,0.0676573081727923,0.16553347280334688,0.19480719004455319,0.12099823544239974,0.04755570335882926,0.018099547511312136,0.06498124919177542,-0.07876618011567024,-0.01334004530581376,0.04673525089229481,-0.012875536480686173,0.06806632789515907,-0.00523560209424084,0.1090952781448995,0.03147699757869108,0.09400240591166842,0.05014943317473185,0.11450924608819261,0.10582268604310929,0.03647416413373586,0.05504128096071923,0.046931407942237845,0.09583704363312537,0.0171539961013643,0.06265060240963825,0.05516441315305205,0.08107553366174035,-0.03850661309224832,0.11629266012155184,0.08774098524499613,0.07153671461014342,0.13871454675458778,0.03280757097791789,0.12044226873733947,0.08518086347724545,0.07017543859648957,0.04970008568980185,0.06993663459281815,0.04687499999999708,0.051557060871201287,0.15344132883808884,0.14042835062927772,0.06108165429480371,0.11175455889600752,0.10100761857950337,0.11413686952403473,0.12630122773646882,0.17060810810810625,0.10433467741935373,0.13499837519149532,-0.002590673575129503,0.13762428048142303,0.05414576571259949,0.015873015873010918,0.040712468193382194,0.07155151217113322,0.028324154209283997,0.22557471264367754,0.02078005115089501,0.09100221956633064,0.062067054585755954,0.02047448813779646,0.28899445764053394,0.12366737739871986,0.08668849932575577,0.06277128547579282,0.05013805495902179,-0.012610040447299515,0.03485445039695342,0.10109890109889891,0.009600118155300366,0.06739345887016827,0.1435696473102952,-0.001960784313725539,0.09632034632034518,0.08692322420065081,0.1351489467780131,0.0789276621237079,0.04244996967859303,0.034054302807177375,0.047923940630831524,0.11526402640264011,0.04281567489114503,0.17434620174346158,0.014749262536872289,0.12804555084745736,-0.004416423238754934,-0.005767012687427329,0.025141420490257384,0.06144256455921534,0.044117647058822984,0.011731200387808189,0.021606648199445896,0.036231884057970495,0.06611842105263155,0.01318528799444781,0.0029585798816566724,0.011862396204033076,-0.0034890776699028404,0.025113432520839824,0.04731861198738128,0.022727272727272416,0.1193768257059393,0.1293302540415645,0.062108262108261786,0.05390020147239574,0.034006899950714334,0.058999812699007226,0.0815141010025296,0.11012102673227803,0.11759189797449303,0.05147563486616311,0.06518855410270957,0.11608623548921672,0.10352941176470098,0.07314714061177605,0.05866556496591596,0.09811080203987019,0.03003337041156761,0.1335098700048146,0.04624484674672876,0.04526586281873866,0.045380235638987486,0.02898550724637566,0.07821541294055762,0.09596393301846262,0.08567931456548317,0.09694555112881545,0.025394138186435242,0.06628895184135897,0.018672199170123676,0.1330979554971661,0.13747268754552022
2020-04-08,0.058959156785243466,-0.05336897866231005,0.0,0.011084240225715393,0.0086956521739115,-0.05849056603773555,0.030996370161915227,-0.0011976047904190793,0.0018958291758131842,0.11461318051575276,-0.00914521492794673,-0.016939645501458368,0.006429214350006412,-0.01664043175174274,-0.024656084656084553,0.035555555555555396,-0.0026713617873838007,0.15844544095665078,0.004846938775510022,-0.005094672657252994,-0.03695652173912889,-0.03280330537122822,0.05972540045766568,-0.01819954501137475,-0.00234741784037551,0.02858938108702462,0.0378450771158251,-0.026802807913209714,-0.020797318751102415,0.010997067448679442,0.005691249703580488,0.15517241379310226,0.04164550533265608,-0.01954771943273257,-0.0022675736961451144,0.016605375895666737,0.013859882285931128,0.1493992686749082,0.022510731860538116,0.04889136059191908,-0.025079477216531164,0.027837856694341752,0.00477244960293219,-0.032241054613935886,0.002508960573476644,-0.04332552693208332,0.013673469387754857,0.024786137310813694,-0.008955223880596396,0.07363335420953726,-0.020246667141940577,-0.011519845111326189,0.0625624625224864,0.026487864346669665,-0.008035714285714318,0.012964930924548373,0.031412165689194624,-0.029822029822029618,-0.003651300775901304,0.006523784203852841,0.046753246753245464,-0.021925789635081298,-0.046466060181945344,0.0,0.00488997555012208,-0.0004589261128957956,0.010099464422341206,0.03985932004689309,0.04227998747259604,-0.011580594679186174,-0.021393164623010146,-0.01592356687898079,0.04299754299754247,-0.022137887413029588,-0.0024818294628611453,-0.01209550738297207,-0.00868077292266588,0.037349397590361266,0.006798478138838693,0.02295409181636678,-0.008521376586329286,0.007928005142489909,0.01682242990654193,0.12835625409299128,0.06219151036525109,0.019728729963008437,0.03172180558453125,-0.013881177123820062,0.03618382780686444,-0.0062305295950153255,-0.009155812589199033,0.016719686320929107,0.00835073068893506,-0.043478260869565126,0.052325581395345926,-0.009742927573658815,-0.04562725410024508,-0.05800464037122297,0.04475781729000566,-0.002516778523489867,0.02075611564121528,0.0036175029646755303,0.07510845986984772,0.019580419580419388,0.005399568034557226,0.01506849315068446,0.047197640117991366,0.0023446658851113775,-0.001978992236261271,-0.04477611940298498,0.04216867469879475,0.006896551724137869,-0.011482254697285834,0.03680981595091883,-0.018240343347639416,-0.03430210014698315,0.10629170638703418,-0.00677986086546397,0.038464870484276194,0.04636396310051496,0.08424232253733827,-0.005221932114882558,0.034691336061198945,0.05943536404160299,-0.0059701492537311135,-0.039291347453808,0.017365853658536507,-0.03588579872288771,0.005399568034557119,0.07773011086097772,0.0,0.0813161875945534,-0.010731233822260607,0.0,-0.007028510443665246,0.021743388834476005,-0.010629731035593495,0.07869249394672934,-0.003817975441130985,0.004782146652497323,0.00814663951120127,0.01601449275362313,0.120057627661277
2020-04-09,0.012597200622083977,0.04544741383818838,0.031366691560866,0.004185768387482588,0.05172413793102554,0.06078824315297236,0.01257961153526631,0.07673860911270881,0.03973707798028074,0.04627249357326252,0.026352590198576612,0.05032523108524469,0.07359141433499394,0.08643951520695171,0.045893457741130364,0.09442060085836869,0.06574541912704684,-0.007741935483870928,0.06270627062706108,0.0019354058304101361,0.056433408577875564,0.023300970873786346,0.060462103217447376,0.05858987090367417,0.051764705882350576,0.01939523518631644,0.062065520542813085,0.007868852459016267,0.009421556087982428,0.05946337926032929,0.037491157745813866,0.13930348258706376,0.1303754266211602,0.025019546520719027,0.00909090909090905,0.01625955621853436,0.12134831460674102,0.07074685653688803,-0.006041368011468324,0.06544641416353546,0.08043478260869504,-0.01669834374151514,0.044381958429912265,0.06530707558184769,0.05827672506256666,0.0024479804161566454,0.028186027783369646,0.060145547945205276,0.006024096385541677,-0.008166666666666616,-0.022338645128429018,0.03506022916462638,0.03574115876598939,0.012848196933707569,0.040729072907290685,-0.009127150650440648,0.09830306638880608,0.0664352999504208,0.04947320201557436,-0.0360038198183554,0.0496277915632742,0.07446308198777214,0.005577572288272504,0.031249999999990122,0.07299270072992346,0.05280073461891619,0.052315305761753285,-0.00939496429913564,0.04507211538461511,0.007362254591513568,0.02799253532391299,0.03689320388349483,0.07891637220259022,0.07567917205692071,0.011196019193175637,0.047543329623151345,0.07178040668547125,0.14680603948896562,0.007062321893197775,0.03804878048780419,0.03183327185540395,0.1198270975056687,0.1685049019607838,0.04875217643644736,0.04135687732341972,0.024702021074451578,0.1337881271152166,-0.008445945945945922,0.008814282506175627,0.17644424540975484,0.049764092159289196,0.06956268645856072,0.026915113871634724,-0.005543237250554311,0.11325966850828088,-0.0018966334755808685,0.05909704957454002,0.07512315270935051,0.022300469483567713,0.02186711522287595,0.03848946986201841,0.02833144357581906,0.04262295081967186,-0.004801097393690037,0.03483197790394337,0.029689608636976023,0.008450704225351557,0.04035087719298202,0.046420581655480915,0.06691810344827574,-0.002064409578860429,0.015981735159817066,0.023231256599788645,0.03944773175542251,0.025956284153005323,0.05424257421119951,0.13485566566135163,0.04410280762153491,0.08042045549345099,0.0406457522326539,0.047206314811948466,0.019685039370078657,0.049690508940852605,0.023842917251051265,0.04375804375804187,0.035591779295787045,-0.025700038358266113,0.10991296732169233,0.10311493018259724,0.0051235565364757775,0.008223402432756446,0.06960475690800967,0.029762878168438183,0.017605633802816285,0.03365628214773767,0.05617331288343538,-0.0037440989744423688,0.13468013468013165,0.054278019473793106,0.02009518773135892,0.006060606060605759,0.04678696241352225,0.0035729598399313884
2020-04-13,-0.017969589924742756,0.06778389194597292,0.024619840695148307,0.043469630805875244,-0.02459016393442211,0.03904282115868986,-0.0003516037035588685,-0.0445434298440975,-0.043965517241379204,0.00982800982800931,0.017864171738274735,0.09343763581051696,-0.0028561228132809374,-0.015575668280362023,-0.06815352697095425,-0.10196078431372509,-0.02627520420403264,0.0039011703511053113,-0.024366937410414992,-0.04076622801722408,0.0042735042735041525,0.0392156862745097,-0.025249440032579888,0.04805086512403578,-0.015659955257270056,0.020374531835205965,-0.017666771184447858,0.016265452179570487,-0.034104293821608206,-0.04654346338124252,0.0724999999999983,-0.12576419213973722,0.022860593512767386,0.03585049580472907,-0.03153153153153139,-0.003779677809988522,0.02120908483633935,0.024335031126202597,-0.011435046873390335,0.013111774633259646,-0.0627095908786045,0.0345160844953748,-0.024886301619064962,0.00803741049247405,-0.0347972972972971,-0.0073260073260072505,-0.02173487370276048,0.20775287704421486,0.0029940119760477678,-0.06410687279448817,-0.015704078594819797,0.026303339956476393,-0.02588085724663998,-0.02302526383114804,-0.03199999999999995,0.011752249867654843,-0.03797571289168379,0.05811250581125005,-0.01353120907900466,-0.010875750869427832,-0.026004728132386957,-0.03516194922672885,-0.0001459640928331958,0.2424242424241689,0.006802721088435002,0.0030527692978629985,0.025385095254090908,0.037936267071320084,0.020701552616446083,0.0018074656188604723,-0.0038900414937759796,-0.019662921348314343,0.0005458515283843977,0.008117859290438883,-0.028822495606326746,0.0042501517911354885,-0.017283368685678358,-0.04597933967996738,0.06477608267716539,-0.05357142857142758,0.00042898509276796096,0.045434411187749074,-0.04863660199265838,-0.07969009407858228,-0.05265506470325693,-0.018712070128118652,-0.008166483624792317,-0.003549119818285055,0.05698703322388544,-0.04453749524171883,-0.04363198312503443,0.015035036397033729,-0.0030241935483869904,-0.03567447045707907,0.18858560794043736,-0.014251781472684069,0.03949833427432528,0.04925544100801265,0.0177956371986222,-0.01975308641975281,-0.029370629370628884,-0.04259288812801954,-0.025641025641025435,-0.026188835286009172,0.02150059311981017,-0.0016382699868938099,0.0,-0.028667790893760186,-0.041105874350128684,0.020502979497020415,-0.026892842366569907,-0.011985018726591539,-0.025197798417612577,-0.0018975332068310745,-0.022636484687083767,0.021599853560314804,-0.04555808656036402,0.024900511654349006,0.045247471237742296,0.017383650566619026,0.025421223765888085,0.016731016731016686,-0.01294021294021286,-0.01643835616438315,-0.009864364981503847,-0.003906802932933265,-0.03562992125984249,-0.04635794249642447,-0.004868549172346546,-0.06861937811237888,-0.011045029736618483,-0.0523217789404838,0.005611137578741266,-0.012110726643598125,0.029723266142808246,0.037393356326011956,0.018627450980392056,0.027695351137487202,-0.007467085871487418,-0.038361845515810934,-0.0321285140562235,-0.08509913470055136,0.007547707205924151
2020-04-15,0.0037535189239911943,0.06624502225345513,-0.00494699646643098,0.02301692980787495,-0.016806722689072896,0.021515151515151456,0.06342816945443161,0.027389277389277173,0.024346257889990886,0.01703163017031537,0.022220900139810287,0.022853736089030272,-0.003938417472251995,-0.026085097284584125,0.023934097740175835,-0.04803493449781639,0.023171232474922244,-0.032124352331605995,-0.021302644466209185,0.010026850142641413,-0.012765957446807998,0.040048691418137425,-0.008564863171088257,-0.0032819492789656368,-0.024999999999998898,-0.010864777565702474,0.04978903374462624,0.011203585147247048,0.04848216100363977,-0.02440775305096737,0.003178639542275959,0.023310023310023156,-0.0008433836552247603,0.006627393225331153,0.016279069767441784,0.022727272727272645,0.0035977105478332593,0.03701657458563519,0.04804085035431422,0.023171877669571152,0.003935599284436547,0.01628186307220076,-0.00638035894183049,0.03609741954189628,-0.016800840042002024,0.018450184501844564,0.007806244995996652,0.0690404546974253,0.014925373134327468,0.02639375168327481,-0.008998109640831814,-0.016686641467687013,0.04316211429104117,0.044735406437534,-0.035961581416126716,-0.012766848053578923,-0.052210419542982625,0.011423550087873338,0.017256637168141468,0.06013339299793318,0.04247572815533877,-0.009980341751096158,-0.03956204379562035,0.0365853658536497,0.018018018018017303,-0.014347826086956509,-0.056954324223137474,0.03338206627680315,-0.02084507042253503,0.0025886413555067066,0.0,0.04266157274753229,-0.03982542280414583,0.022368028631076516,0.02895403546869334,-0.044135429262394124,-0.06167559357262773,0.01762208067940547,0.016985383326593002,-0.0019860973187686083,0.05092013578702873,-0.018945584407723454,-0.026732809700978414,0.012026458208057582,-0.03862458784738549,0.04157361278130879,-0.035745719883024225,0.12808092320843384,-0.009161269941557335,0.12749003984063234,0.00032317523589184017,-0.07332439678284178,-0.0016852039096730376,0.09248554913294776,0.06054279749477824,0.043734939759036036,-0.00542800505282273,-0.005458515283842277,0.01410039481105455,-0.006717044500419679,-0.009365994236311187,0.020796712288911383,-0.03872889771598795,0.0014154281670204231,0.07054724923791544,-0.008204791598293135,-0.016759776536311756,-0.0023148148148148208,0.07271345325563712,0.022862232779097363,0.02465986394557807,0.027293404094010158,-0.033083370092633374,-0.005703422053231803,-0.006267029972752041,0.04840443671211662,0.027446300715990257,0.008431329043709801,-0.01388786289428967,-0.028441656753541697,0.00648601902565579,0.01286919831223628,0.0346830401593095,-0.023676880222840604,0.009962640099625924,-0.01369901946852346,0.02367830169422331,-0.015307441692092933,-0.017612524461839158,-0.03321685681808614,0.02268041237113402,-0.04658385093167685,-0.037795441385481854,-0.01751313485113774,0.03867459103891987,-0.016185476815398045,0.07876162977221665,0.005774783445620623,0.02138190457335168,-0.013477088948786917,0.016597510373443237,-0.02442657134346125,-0.041413427561837274
2020-04-16,0.0364599563727018,0.00922711894195702,-0.013494318181818126,-0.004834510970620862,0.017094017094014265,0.006822901216256128,0.04623130351696009,0.06636415201361234,0.02083333333333336,0.00478468899521515,0.014491910138516965,0.0581892364484163,0.012580877066858344,-0.0006586169045005486,0.021852576647097173,0.018348623853210927,0.03623437679165232,0.061027837259100194,0.01576182136602419,0.02143302180685353,0.019396551724137068,0.005383895131086156,0.004846186262115349,-0.019656755138694876,0.011655011655011113,0.03874127950126143,-0.013701428578215555,0.004748338081671385,-0.0001938428463177708,-0.010301692420897002,0.03464300802703757,0.037422713960299135,0.01367434793618639,0.004023408924652578,-0.011441647597253952,0.014874842427516714,-0.032589212970506654,0.03835908364411293,0.0012926319976135545,-0.0009392807196977601,-0.044903777619386784,0.013985554826001265,0.004243334585054515,-0.000559675388274927,0.01530793876824486,0.019323671497584176,0.03336643495531214,0.0010946051602815374,0.0058823529411762086,-0.012682585498119457,0.04311002594231643,0.015563472717044915,-0.019660411081322573,-0.039686684073106965,0.01923076923076908,0.038159847360610476,-0.024050181342529293,0.04735013032145922,0.030448020878642623,-0.0206830013467067,0.04889406286379384,0.04475332213227411,0.017935856513147944,0.0,0.06858407079645702,0.02470224966916629,0.002431641109622394,0.026644659278471886,-0.013233601841196766,-0.02378530631405979,0.024733142410829943,-0.015877862595419717,0.0034090909090908382,-0.004375729288214677,0.05469574393246555,0.042852624920936014,-0.03654952076677321,0.03818068015856444,0.03578935408737143,0.13532338308457437,-0.00180210812648765,0.01912635735439287,0.010052385671810849,0.0760546642899574,0.028907398334149674,0.012205178954313157,0.007164870541585692,0.07779742359181595,-0.0015941335883947058,0.14593639575971212,0.05266925297490761,0.0033270649500941195,0.026333558406481137,-0.006349206349206335,0.0590551181102339,0.03289853399515176,-0.024257342866734845,-0.03183315038418961,0.05784204671857542,0.016060862214708146,0.015272727272727011,0.0016715258685698398,0.04028925619834696,0.016254416961130592,0.0005423728813559006,-0.0013236267372600207,-0.034090909090907236,0.024941995359628384,0.08148323098724604,0.0161586840832124,0.029460580912862803,0.007380073800737899,0.015875912408759178,0.026768642447417827,0.033726350425006706,0.04357294271041523,0.027874564459930053,0.014081408140814015,0.02299797737658234,0.032279608192341866,0.036803666046111946,0.05977921266402805,0.026623897353648705,-0.009985734664764176,0.01602959309494388,-0.011007693859320593,-0.04107676969092718,0.03487211806102622,0.02390438247011896,0.016721825465946725,0.00302419354838701,-0.00036192544335874905,0.0074949395481152155,0.01960784313725423,-0.01695762676555148,-0.03263672743441528,0.03613382899628235,0.07177033492822829,0.01046714479550294,0.006010928961748537,0.0040816326530611164,0.013435114503816622,0.013122972574461737
2020-04-17,0.04735417919422715,0.02120249031303051,0.004319654427645717,0.002055306427503559,0.042016806722682015,0.0191514437242191,-0.03466928940250806,0.044680851063829345,0.03707962058062659,0.047619047619045354,0.007544030749813599,-0.0035802809143485326,0.13312034078807208,0.019551845342706493,0.06383657835939979,0.040540540540540355,0.03718048024786973,0.09132189707366263,0.014285714285713891,0.00776706925297869,0.004228329809725041,0.000698486612339955,0.19018662193331867,0.00396946564885493,0.006912442396313144,0.015290082880823114,0.03465234459671016,0.014177693761814656,-0.0016391708967851415,0.014126394052043655,0.12841976316863776,0.10790464240903312,-0.004080273128487037,0.0091074681238615,0.030092592592592456,-0.02171907161615453,0.015664477008590066,0.036172396100564205,-0.026613704071499406,-0.025488885174661535,0.021641791044776003,0.01780742083792007,0.10462550947911585,0.04465910681786371,0.0252454417952312,0.0900473933649267,0.005573707476455767,-0.017650734145579557,0.040935672514617445,-0.02064138908575471,0.00029259015434137254,0.0033234859675036026,-0.03628076572470363,-0.009787928221859685,0.03478063196180945,0.011843986113947314,0.031648847055956636,0.029863127333056648,0.021528070915998107,-0.020976150404334752,0.049944506104327414,0.0980994152046781,0.10482305509929776,-0.0352941176470506,0.09316770186335019,-0.0094705122686182,0.05772277227722762,0.08968764354616426,-0.01865889212827971,0.007854452192033292,0.021849593495934388,0.009618367980142558,0.044733861834654116,0.038968649282156265,0.03251625812906442,0.08491281273692165,0.0489896980147677,0.0821945337620575,0.023309384083804067,0.06748466257668596,-0.015771366284020746,-0.004419421237437914,0.018222596019063588,0.08282716731087707,0.028095238095237857,-0.021834772690239604,0.07293209635924217,-0.014295758143894895,0.008302730320932403,0.06382978723404059,0.019794215602090628,0.019031141868511983,0.028947368421051767,0.05963791267305631,0.050185873605946146,-0.03196244970943214,0.0,0.0,0.0042060988433228344,0.0291181364392674,0.011461318051575728,0.01567367456970022,-0.03128103277060566,0.04172461752433878,-0.0032524732348556363,0.023856858846917663,0.0058823529411762086,0.027730616864742222,0.05267525660624582,0.032374785755094206,0.031841999193873205,0.049816849816849175,0.04787138494700903,0.05400372439478381,0.025198938992042307,0.0009430024988244717,0.17740112994350157,-0.010251681492731528,-0.002050380785002893,-0.014233340521889048,0.0160220994475138,-0.0015723270440251734,0.0014060303077643717,-0.008645533141210247,0.017799352750808396,0.05253343434049127,-0.016011644832605473,-0.009895965490992123,0.029182879377431338,-0.0376905944834675,0.008877721943048469,0.08960897900072379,0.011783231972198101,0.08216783216782922,-0.001426916447684362,-0.02546423974995403,0.00028702640642945597,0.023214285714285247,0.004412046806061891,-0.00380228136882119,0.020325203252031694,0.0339710756251882,-0.028380148450007192
2020-04-20,-0.05698291947753686,0.0023021828103683864,0.019354838709677198,0.008763751631549558,0.12096774193546435,-0.01532234749927703,0.05592751619241692,-0.00865580448065173,-0.00203252032520329,-0.022727272727271697,-0.014690391459074699,-0.0032246176524783426,-0.047723475355054244,-0.00043094160741219547,-0.023502350235023454,0.0,-0.025392083644510753,-0.0013869625520111417,0.02355512384652684,-0.02538132515535453,0.056842105263155564,-0.0027919962773382636,0.02307963354474978,-0.024229521492295143,0.032036613272309715,0.007600281491907054,-0.007062416491696921,0.024231127679403427,0.00030012534646819863,0.07404692082110892,0.016102768228695084,-0.1180634201585497,-0.021070234113712377,-0.03068592057761711,-0.02247191011235945,-0.010084887179859142,-0.017412935323383026,-0.008665511265164624,0.005611099775555997,0.004437869822485362,-0.0182615047479911,-0.02156762946939803,-0.037642598422531315,-0.00013401232913431063,0.02428180574555395,0.001086956521739045,-0.028478593272170748,-0.0012720623310541453,-0.008426966292134479,-0.027317955676164622,-0.006215722120658126,-0.04379830695620153,-0.006905032160423704,0.032399780340472195,0.03778558875219673,0.025832492431886952,-0.017302468406755738,-0.06202174788562175,0.05165289256198305,-0.02031446540880495,0.049682875264269594,-0.03794434828917577,0.022570617651033922,-0.04878048780486609,-0.058712121212118884,0.009126466753585335,-0.060048675465693084,-0.03741173990936866,-0.053475935828876685,0.039045725646123124,0.023620089507707092,-0.03933620159803281,-0.017886178861788487,-0.05527354765933421,-0.01873385012919894,-0.043046820405310784,-0.0071654373024235985,0.004271123491179101,-0.01854432415049838,-0.02627257799671552,0.03280957984356602,-0.015202189115232575,-0.02023678414096901,-0.0810810810810803,0.013432144511347749,0.0006663334999168575,-0.031544050862851884,0.0513552068473607,0.01330166270783849,-0.024057971014492006,-0.004125681597318597,0.03989813242784381,0.06745524296674975,-0.017085427135678358,0.010619469026548322,-0.020087739552066577,-0.04288372902902,-0.05442176870747687,0.035602094240837386,-0.024252223120452315,-0.030453257790367724,-0.0066478146549586595,0.03305996924654016,-0.046061415220293146,-0.0035350101971448255,0.03300970873786312,0.04970760233917826,-0.013766519823788397,-0.0847682668768929,0.020475926950747098,-0.06562499999999953,-0.010467550593161054,0.01619953715608111,-0.012367491166077353,-0.0038809831824061897,0.002646891947167797,-0.14587332053742716,-0.016495862333534336,-0.019518638098033364,0.03565959308685171,0.018216421968461037,0.0096456692913385,0.0006240249609984024,-0.024709302325580718,-0.027027027027025943,0.006892924371608924,0.03106508875739636,0.0,0.047258979206048254,0.037564536229303704,-0.015440810227461271,0.02193055324804785,-0.00783556056458965,0.08400646203553842,-0.004951825808916115,-0.005376851240448833,-0.02352941176470578,-0.042757417102966024,-0.004201680672268986,-0.031624863685932106,0.17330677290835955,0.0035696073431920818,-0.0017974835230677678
