IC,Rank_IC,Top10_Accuracy,Top20_Accuracy
0.01110185830224571,0.011419997500372729,0.6666666666666666,0.5833333333333334
0.11378375927975604,-0.002889852177409161,0.5,0.4166666666666667
0.0010269492890183367,-0.036843567657682694,0.3333333333333333,0.3333333333333333
-0.004124181891408105,0.02137031246737809,0.5,0.4166666666666667
0.09495926216400974,0.03118052511108256,0.6666666666666666,0.5833333333333334
0.13265921927745164,0.08696860238955267,0.8333333333333334,0.6666666666666666
-0.053567371239812936,-0.16625903921744564,0.3333333333333333,0.3333333333333333
-0.03407659878873427,-0.040677966101694926,0.6666666666666666,0.5833333333333334
0.09118627118079435,0.08135593220338985,0.6666666666666666,0.5833333333333334
0.03254562245940401,0.055018339531443645,0.5,0.5
0.0686278746285403,0.051236454570714095,0.3333333333333333,0.5833333333333334
-0.013318923279524022,-0.03623228674631843,0.6666666666666666,0.5833333333333334
0.20934833614295595,0.19911086412892476,0.5,0.5833333333333334
-0.12982472023213457,-0.18824935052317576,0.16666666666666666,0.4166666666666667
0.04191636526806365,0.1098375915303489,0.5,0.6666666666666666
0.17567751964169165,0.11625451514309534,0.6666666666666666,0.4166666666666667
-0.029549371836854816,-0.11992220061128095,0.5,0.3333333333333333
0.1941820962430502,0.15693466151363789,0.5,0.5
-0.025103478501799215,-0.01509213778531867,0.3333333333333333,0.5
0.06303413107782638,-0.04623506529591554,0.3333333333333333,0.25
-0.1639209855491656,-0.13013755857177958,0.5,0.4166666666666667
-0.10974955374106965,-0.18638510697415953,0.6666666666666666,0.4166666666666667
0.1296926985787834,0.004890247290914144,0.5,0.4166666666666667
0.047765585135968014,0.03405379512009484,0.6666666666666666,0.8333333333333334
0.12089320129412351,0.07240900250069465,0.5,0.5833333333333334
0.12164531999399199,0.0774103917754932,0.6666666666666666,0.5833333333333334
0.048816936339869596,-0.05032023229482971,0.3333333333333333,0.5
0.07283727441365818,-0.00177837057071333,0.6666666666666666,0.4166666666666667
-0.10512662010020492,-0.029008057793831626,0.3333333333333333,0.3333333333333333
-0.025248415017721376,-0.00944706863017505,0.5,0.6666666666666666
0.046820327519809635,0.09319255348707976,0.8333333333333334,0.5
0.13343527148002068,0.03500972492358989,0.5,0.4166666666666667
-0.14215128584081982,-0.1374270630730759,0.0,0.0
0.15926625247541998,0.12564601278132817,0.6666666666666666,0.4166666666666667
0.21180932830503257,0.10575159766601835,0.5,0.5
0.15539593198492158,0.17260350097249239,0.6666666666666666,0.75
-0.15086913230060606,-0.10941928313420396,0.5,0.4166666666666667
0.11873257574802008,0.14290279110563733,0.6666666666666666,0.5833333333333334
0.01249270549269207,-0.015059738816337875,0.5,0.5
0.19731675005820162,0.09819530697400786,0.6666666666666666,0.4166666666666667
0.09993968791936585,0.09786051681022508,0.5,0.5833333333333334
0.23308872308784673,0.14259516532370106,0.6666666666666666,0.5
0.136802622796753,0.08746874131703251,0.5,0.5833333333333334
0.1378401641837788,0.007807832840887437,0.8333333333333334,0.5
-0.0759898220570219,-0.04145595998888581,0.5,0.5833333333333334
0.19085244106979765,0.1536537927202001,0.5,0.6666666666666666
-0.11211474799761412,-0.10814115031953322,0.3333333333333333,0.5
-0.002410425401344696,-0.029063628785773836,0.5,0.5833333333333334
-0.22028572798185417,-0.2071715361624795,0.0,0.3333333333333333
0.12941660757079007,0.08008002448282983,0.8333333333333334,0.5
0.11521730551368674,0.07224228952486804,0.5,0.5
0.18199802795594752,0.18571825507085304,0.5,0.5833333333333334
0.11207416923884779,0.04095639006216399,0.5,0.4166666666666667
0.0918872062376682,0.08874687413170326,0.3333333333333333,0.4166666666666667
0.20443149149412693,0.06774103917754933,0.3333333333333333,0.3333333333333333
0.03242611059509132,0.09113642678521813,0.5,0.6666666666666666
0.2865651149954739,0.24378994165045847,1.0,0.6666666666666666
0.13996414665927495,0.0530147263128647,0.6666666666666666,0.5
0.13241588206311056,0.07879966657404837,0.5,0.3333333333333333
-0.03713298046432049,0.006279522089469298,0.3333333333333333,0.4166666666666667
-0.013493656212499424,-0.0404556821339261,0.3333333333333333,0.5
0.21287287488799864,0.205112531258683,0.5,0.5
0.0740224718417939,-0.018393998332870247,0.6666666666666666,0.4166666666666667
-0.08851655227864197,-0.0943595443178661,0.5,0.3333333333333333
0.21047459418549858,0.10825830849217397,0.5,0.4166666666666667
0.06915601475599388,-0.013559322033898306,0.3333333333333333,0.3333333333333333
-0.2183339092508576,-0.19526172427646457,0.6666666666666666,0.5
0.16242007957276983,0.11586551819949989,0.3333333333333333,0.3333333333333333
0.22263848342004489,0.1259238677410392,0.5,0.4166666666666667
0.11740608841010654,0.21500416782439571,0.5,0.6666666666666666
0.02365748441580433,0.02545151430953043,0.16666666666666666,0.4166666666666667
0.18884853931778278,0.1304251180883579,0.5,0.6666666666666666
0.036250569175901096,-0.02039455404278967,0.5,0.5833333333333334
-0.010606860917834816,-0.02899639035933902,0.6666666666666666,0.5
0.12795408281261572,0.048958043901083645,0.5,0.4166666666666667
0.04658396083850384,0.06101694915254238,0.3333333333333333,0.4166666666666667
0.03226887737728224,0.07224228952486804,0.3333333333333333,0.6666666666666666
0.07603187865167199,0.07479855515420952,0.6666666666666666,0.5833333333333334
0.015040912028177872,0.020727979994442904,0.5,0.4166666666666667
0.06001519105392191,0.10286190608502364,0.5,0.6666666666666666
-0.028451703815307684,-0.002500694637399278,0.5,0.5
0.061344756842025186,-0.0035565434843011956,0.6666666666666666,0.4166666666666667
-0.0057894377706314525,0.01539316476799111,0.6666666666666666,0.4166666666666667
0.18723409470429803,0.20494581828285638,1.0,0.6666666666666666
-0.029153618568423686,-0.07663239788830233,0.5,0.25
0.086982930068755,0.051736593498193956,0.5,0.4166666666666667
0.029137769309220393,0.021450402889691585,0.6666666666666666,0.5833333333333334
-0.003796296180770943,-0.008502361767157548,0.5,0.5833333333333334
-0.029131033732932594,-0.0251736593498194,0.3333333333333333,0.5
0.29097250360370264,0.24456793553764938,0.5,0.5
-0.10020950644276198,-0.14559599888858019,0.3333333333333333,0.3333333333333333
-0.03559208049088693,-0.025618227285357047,0.16666666666666666,0.25
0.1236421888939423,0.1485412614615171,0.3333333333333333,0.4166666666666667
0.1022119759586811,0.0737427063073076,1.0,0.6666666666666666
-0.017869893667854984,-0.011336482356210062,0.5,0.5833333333333334
0.05883071791019014,0.060516810225062535,0.3333333333333333,0.5
0.2025572612815062,0.16793553764934704,0.5,0.5833333333333334
0.06367771265331179,0.1269797165879411,0.3333333333333333,0.25
0.07932263798498686,0.05090302861906086,0.5,0.5833333333333334
-0.04491782146886842,-0.032675743262017234,0.5,0.5
0.1781363975556203,0.18638510697415953,0.6666666666666666,0.5833333333333334
0.08483794973091276,0.14770769658238403,0.3333333333333333,0.5833333333333334
0.02266252905149435,0.05337667931439419,0.3333333333333333,0.4166666666666667
-0.2897895346543294,-0.18992342896052367,0.5,0.3333333333333333
-0.14108870306606638,-0.08357993304409043,0.16666666666666666,0.25
-0.04747213431158828,-0.010200820572609064,0.3333333333333333,0.5833333333333334
-0.008014904886291235,-0.019520882623243103,0.5,0.4166666666666667
-0.012939644759787363,-0.007647175813246248,0.3333333333333333,0.4166666666666667
0.033862727985560725,-0.006781639833524726,0.5,0.5833333333333334
