Date,Open,High,Low,Close,Adj_Close,Volume
2024-01-01,1085.050048828125,1093.949951171875,1077.050048828125,1080.1500244140625,1074.559814453125,985073
2024-01-02,1082.050048828125,1110.800048828125,1082.050048828125,1091.949951171875,1086.2987060546875,3350206
2024-01-03,1094.0,1100.25,1077.6500244140625,1091.300048828125,1085.652099609375,1736602
2024-01-04,1093.0,1122.0,1090.0999755859375,1118.449951171875,1112.6614990234375,1766911
2024-01-05,1118.5,1129.3499755859375,1101.0,1123.949951171875,1118.133056640625,1501322
2024-01-08,1133.0,1135.0,1105.050048828125,1114.8499755859375,1109.0802001953125,1775295
2024-01-09,1128.050048828125,1130.0,1116.6500244140625,1119.5999755859375,1113.8055419921875,1337843
2024-01-10,1119.5999755859375,1133.949951171875,1092.0,1123.0,1117.18798828125,2082640
2024-01-11,1134.0,1134.0,1103.300048828125,1108.0,1102.2657470703125,1879540
2024-01-12,1113.0,1113.0,1082.5999755859375,1094.8499755859375,1089.18359375,1740303
2024-01-15,1100.0,1163.5999755859375,1097.3499755859375,1149.6500244140625,1143.7001953125,3335872
2024-01-16,1149.6500244140625,1149.6500244140625,1115.199951171875,1118.8499755859375,1113.0594482421875,1916355
2024-01-17,1114.949951171875,1118.3499755859375,1083.050048828125,1088.6500244140625,1083.0157470703125,2555372
2024-01-18,1087.5,1130.9000244140625,1061.4000244140625,1124.800048828125,1118.978759765625,3751754
2024-01-19,1130.0,1155.449951171875,1115.199951171875,1148.699951171875,1142.7550048828125,1860722
2024-01-23,1159.9000244140625,1166.300048828125,1126.050048828125,1133.5999755859375,1127.733154296875,2687597
2024-01-24,1133.5999755859375,1165.449951171875,1112.6500244140625,1160.0999755859375,1154.095947265625,3035259
2024-01-25,1163.9000244140625,1173.9000244140625,1140.050048828125,1150.8499755859375,1144.8939208984375,1951555
2024-01-29,1151.0,1170.300048828125,1142.050048828125,1160.8499755859375,1154.842041015625,2487620
2024-01-30,1157.0,1177.0999755859375,1144.050048828125,1156.050048828125,1150.067138671875,1317033
2024-01-31,1148.1500244140625,1161.699951171875,1121.1500244140625,1150.4000244140625,1144.4462890625,6067488
2024-02-01,1155.0,1155.050048828125,1035.4000244140625,1070.800048828125,1065.2581787109375,10693504
